Sigla	Disciplina	TPI	Recomendação	Ementa	Bibliografia Básica	Bibliografia Complementar
ESZU025-13	Educação Ambiental	2-2-4	Não há	Conceitos, princípios e pensamentos norteadores da Educação Ambiental. O movimento ambientalista e o histórico da EA no Brasil e no mundo; Documentos legais da educação ambiental. Fundamentos e Concepções de meio ambiente e educação ambiental; Projetos de educação ambiental. Análise de conflitos ambientais e percepção de cidadania ambiental. Campanhas educativas como estratégia de conservação, planejamento e saneamento ambiental. Análise e vivências de experiências práticas de educação ambiental em diferentes contextos.	"CARVALHO, I. C. M.; Educação Ambiental e formação do sujeito ecológico. São Paulo: Cortez, 2006. 
PHILIPPI JR., A. & PELICIONI, M. C. F.(orgs) Educação ambiental em diferentes espaços. São Paulo: Signus, 2007.
REIGOTA, M. Meio ambiente e representação social. São Paulo: Cortez, 1995. (Coleção Questões de Nossa Época).
SATO, M. & CARVALHO, I. C. M.; Educação Ambiental: pesquisa e desafios. Porto alegre: Artmed, 2005."	"CARVALHO, I. C. M.; GRUM, M.; TRAJBER, R.; Pensar o ambiente: bases filosóficas para a educação ambiental. Brasília: Ministério da Educação/SECAD, 2009. 
CINQUETTI, H. C. S.; LOGAREZZI, A. (Org.). Consumo e Resíduo - Fundamentos para o trabalho educativo. 1 ed. São Carlos: EdUFSCar, 2006, v. 1. 
GRUN, M.; Ética e Educação Ambiental: a conexão necessária. Campinas, SP: Papirus, 1996. (Coleção Magistério: Formação e trabalho Pedagógico) 
GUIMARÃES, M. (org.) Caminhos da educação ambiental: da forma à ação. Campinas, SP: Papirus, 2006. 
LOUREIRO, C. F. B.; LAYRARGUES, P. P.; CASTRO, R. S. (orgs). Educação ambiental: repensando o espaço da cidadania. São Paulo: Cortez, 2002. 
PHILIPPI JR., A.; PELICIONI,M.C.F. Educação ambiental e sustentabilidade. Barueri: Monole, 2005. 878 p. (Coleção ambiental)."
NHT5004-15	Educação Científica, Sociedade e Cultura	4-0-4	Não há	Possibilidades de atuação do educador e a educação científica na sociedade atual. Percepção pública da ciência e tecnologia. Divulgação e popularização científica. Alfabetização científica: articulações com a cultura e a construção da cidadania. Cultura científica no contexto local e global. Conexões entre arte e ciências. A Ciência na sociedade e na cultura: espaços formais, não formais e informais de educação científica.	"ARANTES, Valéria Amorim (Org.) Educação formal e não-formal: pontos e contrapontos. São Paulo, Summus Editorial, 2008.
CHASSOT, Attico. Alfabetização científica: questões e desafios para a educação. 2ª ed. Ijuí: Unijuí, 2001.
KRASILCHIK, M.; MARANDINO, M. Ensino de Ciências e Cidadania. São Paulo: Moderna, 2007."	"MARQUES, Mario Osorio. Caminhos da formação de um educador. Brasilia: Unijui; Inep, 2006. 169 p. (Coleção Mario Osorio Marques).
MACHADO, N.J. Cidadania e Educação. São Paulo: Escrituras Ed, 2002.
MASSARANI, L.; TURNEY, J.; MOREIRA, I.C. Terra incógnita: a interface entre ciência e público. Rio de Janeiro: UFRJ, Casa da Ciência: FIOCRUZ, 2005.
MORA, A.M.S. A divulgação da ciência como literatura. Rio de Janeiro: UFRJ-Casa da Ciência, 2003.
SANTOS, G. L. Ciência, Tecnologia e formação de professores para o ensino fundamental. Brasília: Editora da UnB, 2005."
NHZ5021-15	Educação em Saúde e Sexualidade	3-0-3	Não há	Saúde e Sexualidade como “descoberta, construção e busca”, numa perspectiva bio-psico-socio-cultural. Papel da escola na promoção da saúde e no desenvolvimento da sexualidade humana. Perspectiva histórica e interdisciplinar das questões de saúde e sexualidade. Produção de materiais didáticos envolvendo os temas saúde e sexualidade no contexto da escola básica e de espaços educativos não formais. Elaboração de projetos educativos para espaços escolares e/ou comunitários. Estudo sobre as violências das várias ordens que cercam a vida de alguns alunos e que interferem na saúde, nas relações e comportamentos sexuais. Desenvolvimento da sexualidade no ciclo vital (crianças, adolescentes, adultos e idosos) nos aspectos biológicos, emocionais e psicológicos.	"MEYER, D. Saúde e sexualidade na escola. 3 ed. Porto Alegre: Mediação. 2006.
FIGUEIRÓ, Mary Neide Damico. Formação de educadores sexuais: adiar não é mais possível. Campinas, SP: Mercado de Letras; Londrina, PR: Eduel, 2006.
LOURO, Guacira Lopes. Corpo, Gênero e Sexualidade: um debate contemporâneo na educação. 9. ed. Petrópolis: Vozes, 2013."	"BRASIL. Ministério da Educação. Ministério da Educação e do Desporto. Secretaria de Educação Fundamental. Parâmetros curriculares nacionais: pluralidade cultural orientação sexual. Brasília: MEC, 1997. v.10.
BRASIL, Ministério da Saúde. A Educação profissional em Saúde e a realidade social. Organizador: Bertolo Kruse Grande de Arruda. Instituto Infantil de Pernambuco – IMIP, Recife, 2001.
BRASIL, Ministério da Saúde. Atenção Primária e promoção da saúde. Coleção Pro – gestores: Para entender a gestão do SUS. vl. 08, Conselho Nacional de Secretários de Saúde/ CONASS. Brasília, 2007.
CANDEIAS, N. M. F. A Interdisciplinaridade e o trabalho coletivo em Saúde, Universidade Federal de Juiz de Fora. Minas Gerais. COSAC-Coordenação de Saúde Coletiva. Rev. de Atenção Primária à Saúde. Ano 2 Nº2 ar/un.:1999.
CAMARGO, Ana Maria F. e RIBEIRO, Cláudia. Sexualidade(s) e Infância(s): a sexualidade como um tema transversal. São Paulo: Moderna; Campinas: Unicamp, 1999.
MARTINS, Maria do Carmo. E se o outro é o professor? Reflexões acerca do currículo e histórias de vida. In GALLO, S. e SOUSA, R. M. de. Educação do preconceito: ensaios sobre poder e resistência. Campinas, SP: Alínea, 2004.
RIBEIRO; P.R.C. Corpos, Gêneros e Sexualidades: questões possíveis para o currículo escolar. Rio Grande: Editora da FURG, 2007.
RIBEIRO; P. R. M. Sexualidade e educação: aproximações necessárias. São Paulo: Arte e Ciência, 2004"
NHZ5020-15	Educação Inclusiva	2-0-2	Não há	Princípios e fundamentos legais que embasam a Educação Inclusiva. Conceituação Educação Inclusiva e Especial, Ensino inclusivo e Integrado. Desafios para Educação Inclusiva no Brasil. Perfil dos alunos com necessidades educacionais especiais e conceito de inclusão social. Estratégias de ensino inclusivo e propostas de práticas docentes e atividades educativas exercidas na educação inclusiva.	"BRASIL. Congresso Nacional. Lei de Diretrizes e Bases da Educação Nacional - LDB n.º 9.394, de 20 de dezembro de 1996. Diário Oficial da União, 23 de dezembro de 1996.
PAROLIN I. Aprendendo a incluir e incluindo para aprender. São José dos Campos: Pulso Editorial, 2006.
PERRENOUD P. A Pedagogia na escola das Diferenças. Porto Alegre: Artes Médicas, 2001.
STAINBACK S, STAINBACK W. Inclusão: um guia para educadores. Trad. Magda Lopes. Porto Alegre: Artes Médicas, 1999.
UNESCO. Declaração de Salamanca e linha de Ação sobre Necessidades Educativas Especiais. Salamanca: Espanha, 1997."	"BUENO JGS. A inclusão escolar de alunos deficientes em classes comuns do ensino regular. Revista Temas sobre o Desenvolvimento, jan.-fev:2001, v.9, n. 54.
CARVALHO RE. A nova LDB e a educação especial. 2. ed. Rio de Janeiro: WVA, 1998.
DAVI ARAUJO LA (coord.). Defesa dos Direitos das Pessoas Portadoras de Deficiência. São Paulo: Revista dos Tribunais, 2006.
MAZZOTTA MJS. Deficiência, educação escolar e necessidades especiais: reflexões sobre inclusão socioeducacional. São Paulo: Editora Mackenzie, 2002.
PIMENTA SG. Saberes Pedagógicos e Atividades Docentes. São Paulo: Cortez, 1999."
NHZ3003-15	Efeitos Biológicos das Radiações	4-0-4	NHZ1003-15 Biofísica; NHZ3021-15 Interações da Radiação com a Matéria	Noções de citologia. Principais mecanismos de interação da radiação ionizante com a materia. Dosimetria: energia depositada no meio, dose absorvida. Efeitos biológicos nas células, nas moléculas, em tecidos e em mamíferos. Fundamentos de proteção radiológica. Processos de transferência de energia. Propriedades eletromagnéticas dos tecidos vivos. Interação de microondas com sistemas biológicos. Efeitos térmicos e não-térmicos de microondas. Absorção da radiação ultravioleta (UV). Ação da radiação UV e IV em células.	"1- DAVIDOVITS, Paul. Physics in biology and medicine. 3 ed. Amsterdam: Elsevier/Academic Press, 2008. 328 p. (Complementary science series).
2- HOBBIE, Russell K.; ROTH, Bradley J.. Intermediate Physics for Biology and Medicine. 4 ed. New York: Springer, 2007. 616 p.
3- OKUNO, Emico. Fisica para ciências biológicas e biomédicas. Sao Paulo: Harper & Row do Brasil, 1982. 490 p."	"1- ATTIX, F. H. introduction to radiological physics and radiation dosimetry. New York: Wiley-VCH, 2004. 607 p.
2- GOITEIN, M. Radiation oncology: a physicist’s-eye-view.Gardners books, 2010.
3- MICHAELSON, S. M.; LIN, J.C. Biological effects and heakth implications of radiofrequency radiation. New York: Plenum Press, 1987. 675 p.
4- PODGORSAK, E. Radiation physics for medical physicists. Berlin: Springer, 2006. 437 p.
5- STAVROULAKES, P. Biological effects of electromagnetic fields: mechanisms, modeling, biological effects, therapeutics effects, international standard exposure criteria; with 86 tables. Berlin; Springer,2003. 793 p."
ESTG004-13	Elaboração, Análise e Avaliação de Projetos	3-1-5	Gestão de Operações	Definição de projeto; definição de escopo e objetivos do projeto; etapas de elaboração do projeto; levantamento de custo do projeto; viabilidade tecno-econômica do projeto; metas de curto, médio e longo prazo; definição de necessidades para implantação do projeto; seleção da equipe de execução; implementação de meios materiais para execução; definição de fatores críticos de sucesso.	"KERZNER, Harold. Gestão de projetos: as melhores práticas. 2 ed. Porto Alegre: Bookman, 2006. 821 p.
PAWLG, G. Projeto de engenharia. São Paulo: Edgard Blucher, 2005.
VALERIANO, Dalton. Moderno gerenciamento de projetos. São Paulo: Prentice Hall, 2005. 254 p."	VALERIANO, Dalton L. Gerência em projetos: pesquisa, desenvolvimento e engenharia. São Paulo: Pearson Makron Books, 2004. 438 p.
MCZB007-13	Elementos Finitos	4-0-4	Introdução às Equações Diferenciais Ordinárias	Elementos finitos em uma dimensão: princípios variacionais, funções de interpolação, funções de forma, matriz de rigidez, condições de fronteira, problemas em coordenadas cilíndricas. Elementos finitos duas dimensões: problemas de fronteira bidimensionais, equações diferenciais provenientes da elasticidade, princípios variacionais, elementos triangulares e coordenadas cilíndricas. Princípios variacionais, aproximação de Galerkin e equações diferenciais parciais.	"BUCHANAN, G.R. Finite element analysis. Schaum's Outlines. Mc Graw-Hill, 1995.
ODEN, J.T.; BECKER, E.B.; CAREY, J.F. Finite elements: an introduction. Pretice Hall, 1981.
REDDY, J. N. An introduction to the finite element method. 3ª. ed. New York, NY: McGraw-Hill Higher Education, 2006.  766 p. (McGraw-Hill series in mechanical engineering)."	"HUGHES, Thomas J R. The finite element method: linear static and dynamic finite element analysis. Mineola, EUA: Dover Publications, 2000.  682 p.
STRANG, G.; FIX,  G. J. An analysis of the finite element method. Prentice Hall, 1973."
ESZM007-13	Elementos Finitos Aplicados em Materiais	3-1-4	Tópicos Computacionais em Materiais	Introdução. Exemplos de problemas elípticos em elasticidade. Motivação. Noções de elasticidade linear. Método dos elementos finitos. Estudo de um problema linear modelo unidimensional. Formulação clássica. Formulação variacional. Aproximações de Galerkin. Elementos finitos. Método dos elementos finitos para equações gerais de segunda ordem em dimensão 1. Formulação variacional. Partição do domínio e escolha das funções de base. Introdução das condições de fronteira: condições de Dirichlet, condições Neumann e condições mistas. Redução a um sistema linear. Estimativas do erro. Método dos elementos finitos para equações diferenciais com derivadas parciais em dimensão 2. Formulação variacional. Elementos finitos triangulares e retangulares. Construção da malha. Condições de fronteira. Redução a um sistema linear. Estimativas do erro. Problemas dinâmicos. Problemas parabólicos: a equação do calor. Formulação clássica. Formulação variacional. Formulação de Galerkin semidiscreta. Estimativas do erro. Problemas hiperbólicos. Elastodinâmica e dinâmica estrutural. Formulação clássica. Formulação variacional. Formulação de Galerkin semidiscreta. Estimativas do erro. Algoritmos para problemas parabólicos. Algoritmos a um passo para a equação semidiscreta do calor: o método do trapézio generalizado. Estabilidade, convergência, análise do erro. O método da energia. Exemplos numéricos. Algoritmos para problemas hiperbólicos. Algoritmos a um passo para a equação de movimento semidiscreta. O método de Newmark. Estabilidade, convergência, análise do erro. O método da energia. Exemplos numéricos. Uso da linguagem C e FORTRAN e aplicativo  SciLAB para desenvolvimento de algoritmos,  Mathlab, FEMLAB e ANSYS para simulação de modelos complexos.	"CASTRO SOBRINHO, Antonio da Silva. Introdução ao método dos elementos finitos. Rio de Janeiro: Editora Moderna Ltda, 2006. 403 p.
FISH, Jacob; BELYTSCHKO, Ted. Um primeiro curso em elementos finitos: A first course in finite elements. Rio de Janeiro: LTC, 2009. 241 p.
SORIANO, Humberto Lima. Método de elementos finitos em análise de estruturas. São Paulo: EDUSP, 2003. 579 p. ((Acadêmicas; 48))."	"ALAWADHI, Esam M. Finite element simulations using ANSYS. Boca Raton, EUA: CRC Press, 2010. 408 p.
KATTAN, Peter Issa. MATLAB guide to finite elements: an interactive approach. 2 ed. Berlin: Springer, 2007. 429 p.
MOAVENI, Saeed.. Finite element analysis: theory and application with ansys. 3rd ed.. Upper Saddle River, N.J: Pearson Prentice, 861 p.
NICHOLSON, D. W.Finite element analysis: thermomechanics of solids. 2 ed. São Paulo: editora CRC Press, 2008.
ZIMMERMAN, W. B. J. Process modelling and simulation with finite element methods. New York: editora World Scientific Publishing Company, 2004."
ESZE049-13	Eletrificação Rural com Recursos Energéticos Renováveis	2-0-4	Energia: Origens, Conversão e Uso	Introdução. Conceito de eletrificação rural descentralizada (ERD). Energia e desenvolvimento rural. Limitações da rede convencional nas áreas rurais. Configurações tecnológicas para o suprimento de energia elétrica no meio rural. O sistema monofásico de retorno por terra (MRT). O uso de tecnologias baseadas em energias renováveis. Ferramentas modernas de geoprocessamento e serviço da ERD. Riscos e potencialidades associadas à eletrificação rural. Análise financeiro de projetos no meio rural. Modelos institucionais de gestão de projetos. O papel das organizações rurais na sustentabilidade dos projetos de eletrificação. Estudos de caso. Problemas, exercícios.	"GOUVELLO, Christophe de; MAIGNE, Yves. Eletrificação rural descentralizada: uma oportunidade para a humanidade, técnicas para o planeta. Rio de Janeiro: CRESESB, 2003. 454 p.
PIEDADE Jr., Cézar. Eletrificação Rural. 3ª edição. São Paulo: Nobel, 1988, 280 p."	"SOUZA, Hamilton M.; SILVA, Patrícia de C.; DUTRA, Ricardo M. (ogs.). Coletânea de artigos: energias solar e eólica. Rio de Janeiro: Centro de Referencia para Energia Solar e Eólica Sergio de Salvo Brito ¿ CRESESB, V. 1, 2003.
SOUZA, Hamilton M.; SILVA, Patrícia de C.; DUTRA, Ricardo M. (ogs.). Coletânea de artigos: energias solar e eólica. Rio de Janeiro: Centro de Referencia para Energia Solar e Eólica Sergio de Salvo Brito ¿ CRESESB, v. 2, 2005."
NHT4005-15	Eletroanalítica e Técnicas de Separação	2-4-8	Recomenda-se que o aluno se matricule nessa disciplina após ter concluído Química Analítica Clássica I e Química Analítica Clássica II.	Técnicas eletroanalíticas: potenciometria, voltametria, polarografia, amperometria, coulometria, biamperometria. Técnicas de separação: cromatografia gasosa e líquida, eletroforese capilar.	"HOLLER, F.J.; SKOOG, D.A.; CROUCH, S.R. Princípios de Análise Instrumental, 6a ad.; Porto Alegre, 2009. 1056 p.
HARRIS, D.C. Análise Química Quantitativa, 7 ed., Rio de Janeiro: LTC, 2005. 868 p.
MENDHAM, J., et AL. Vogel - Análise Química Quantitativa. 6 ed. Rio de Janeiro: LTC, 2002. 462 p."	"Pioneira, 2005. v.2. 473 p ROBINSON, J.W. et al. Undergraduate instrumental analysis. 6ed. New York, USA: Marcel Dekker. 2005. 1079 p.
COLLINS, C. Fundamentos de Cromatografia. 1 ed. São Paulo: Editora da Unicamp, 2000.
CHRISTIAN, G. D.  Analytical Chemistry. 6a ed. Wiley. 2003.
CIOLA, R.. Fundamentos da cromatografia a líquido de alto desempenho: HPLC. São Paulo: Edgard Blücher, 1998.
CIENFUEGOS, F. Análise Instrumental. 1 ed. Rio de Janeiro: Editora Intergência, 2000, 606. p.
STROBEL, H.A., HEINEMAN, W.R. Chemical Instrumentation: a systematic approach. 3a ed. Hoboken, USA: John Wiley & Sons. 1989. 1210. p.
FIFIELD, F. W; KEALEY, D. Principles and practice of analytical chemistry. Malden, MA: Blackwell Science, 2000. 562 p.
SKOOG, D.A. et al. Fundamentos de Química Analítica. 1a ed. São Paulo: Thomson. 2006. 999 p.
ATKINS, P. W; JONES, Loretta. Princípios de química: questionando a vida moderna e o meio ambiente. 3 ed. Porto Alegre: Bookman, 2006. 965 p.
BROWN, T.L.; Le MAY Jr., H.E.; BURSTEN, B.E. Química - a Ciência Central, 9 ed., São Paulo: Pearson, 2005. 992 p.
KOTZ, J. C., TREICHEL Jr., P., Química Geral e Reações Químicas. São Paulo: Thomson Pioneira. 2005. v.1. 669 p.
KOTZ, J. C., TREICHEL Jr., P. Química Geral e Reações Químicas.São Paulo: Thomson"
