SIGLA	DISCIPLINA	TPI	RECOMENDAÇÃO	EMENTA	BIBLIOGRAFIA BÁSICA	BIBLIOGRAFIA COMPLEMENTAR
NHT4050-15	Química Analítica Clássica II	3-3-6	Química Analítica Clássica I	A disciplina trata do estudo dos princípios básicos da Química Analítica Quantitativa, os principais tópicos abordados são: Aparelhagem e técnicas básicas de laboratório. Uso da estatística em química analítica. Titulações de neutralização. Titulações por precipitação. Análise gravimétrica. Titulações por complexação. Titulações de oxidação-redução. Considerações sobre a Condutimetria e titulações condutométricas.	"BACCAN, N.et. al. Química Analítica Quantitativa Elementar. 3 ed. São Paulo: Edgar Blücher, 2001. 308 p.
LEITE, F. Práticas de Química Analítica. 2a ed. São Paulo: Átomo, 2006. 145 p.
SKOOG, D.A. et al. Fundamentos de Química Analítica. 1a ed. São Paulo: Thomson. 2006. 999 p. "	"MENDHAM, J., et AL. Vogel - Análise Química Quantitativa. 6 ed. Rio de Janeiro: LTC, 2002. 462 p.
HARRIS, D.C. Análise Química Quantitativa, 6a ed., Rio de Janeiro: LTC, 2005. 876 p.
ATKINS, P.; JONES, L. Princípios de Química - Questionando a Vida Moderna e o Meio Ambiente. 3 ed. Porto Alegre: Bookman. 2006. 968 p.
BROWN, T.L.; Le MAY Jr., H.E.; BURSTEN, B.E. Química - a Ciência Central, 9 ed., São Paulo: Pearson, 2005. 992 p.
FIFIELD, F. W; KEALEY, D. Principles and practice of analytical chemistry. Malden, MA: Blackwell Science, 2000. 562 p.
KOTZ, J. C., TREICHEL Jr., P., Química Geral e Reações Químicas. São Paulo: Thomson Pioneira, 2005. v.1, 669 p.
KOTZ, J. C., TREICHEL Jr., P. Química Geral e Reações Químicas. São Paulo: Thomson Pioneira, 2005. v.2, 473 p
MAHAN, B.M., MYERS, R.J. Química – um Curso Universitário. 4a ed. São Paulo: Ed. Blücher. 1996. 582 p.
MASTERTON, W.L. Princípios de Química. 6a ed. Rio de Janeiro: LTC. 1990. 684 p. "
NHT4058-15	Química Analítica e Bioanalítica Avançada	4-2-8	Química Analítica Clássica I; Química Analítica Clássica II; Análise Química Instrumental;  Eletroanalítica e Técnicas de Separação	Preparo de amostras, planejamento experimental, técnicas hifenadas, especiação química, técnicas enzimáticas de análise, biossensores, separações de biomoléculas em escala preparativa, semipreparativa e analítica, separações multidimensionais, automação e miniaturização de sistemas analíticos.	"HOLLER, F.J.; SKOOG, D.A.; CROUCH, S.R. Princípios de Análise Instrumental, 6a ad.; Porto Alegre, 2009. 1056 p.
HARRIS, D.C. Explorando a Química Analítica. 4a ed. Rio de Janeiro: LTC Editora 2011. 568 p.
ARRUDA, M.A.Z. Trends in Sample Preparation. 1a ed. New York, NY: Nova Science, 2007. 305p.
Moreau, R.L.M. Toxicologia Analítica - Ciências Farmacêuticas. Guanabara Koogan, 2008, 334p.
SILVERSTEIN, R. M. et. al. Spectrometric Identification of Organic Compounds. 7a ed. San Francisco: Wiley , 2005. 512 p.
HARRIS, D.C. Análise Química Quantitativa. 7 ed. Rio de Janeiro: LTC, 2005. 868 p.
MENDHAM, J., et AL. Vogel - Análise Química Quantitativa. 6 ed. Rio de Janeiro: LTC, 2002. 462 p.
VOET, D.; VOET J. G. Biochemistry. 4 ed. New York, NY: John Wiley & Sons. 2011. 1428 p.
KRUG, F.J., Métodos de Preparo de Amostras: Fundamentos sobre preparo de amostras orgânicas e inorgânicas para análise elementar. 1a ed. Piracicaba: Edição do Autor, 2008."	"ROBINSON, J.W. et al. Undergraduate instrumental analysis. 6ed. New York, USA: Marcel Dekker. 2005. 1079 p.
COLLINS, C. Fundamentos de Cromatografia. 1 ed. São Paulo: Editora da Unicamp, 2000.
CHRISTIAN, G. D. Analytical Chemistry. 6a ed. Wiley. 2003.
CIOLA, R.. Fundamentos da cromatografia a líquido de alto desempenho: HPLC. São Paulo: Edgard Blücher, 1998.
CIENFUEGOS, F. Análise Instrumental. 1 ed. Rio de Janeiro: Editora Intergência, 2000, 606. p.
STROBEL, H.A., HEINEMAN, W.R. Chemical Instrumentation: a systematic approach. 3a ed. Hoboken, USA: John Wiley & Sons. 1989. 1210. p.
FIFIELD, F. W; KEALEY, D. Principles and practice of analytical chemistry. Malden, MA: Blackwell Science, 2000. 562 p.
ATKINS, P.; JONES, L. Princípios de Química - Questionando a Vida Moderna e o Meio Ambiente. 3 ed. Porto Alegre: Bookman, 2006. 968 p.
SKOOG, D.A. et al. Fundamentos de Química Analítica. 1a ed. São Paulo: Thomson. 2006. 999 p.
BROWN, T.L.; Le MAY Jr., H.E.; BURSTEN, B.E. Química - a Ciência Central. 9 ed., São Paulo: Pearson, 2005. 992 p.
KOTZ, J. C., TREICHEL Jr., P. Química Geral e Reações Químicas. São Paulo: Thomson Pioneira. 2005. v.1, 669 p.
KOTZ, J. C., TREICHEL Jr., P., Química Geral e Reações Químicas. São Paulo: Thomson Pioneira. 2005. v.1, 669 p."
NHZ4069-15	Química de Alimentos	2-2-2	Recomenda-se que o aluno tenha feito disciplinas básicas de química e bioquímica	Fundamentos da Tecnologia de Alimentos e Nutrição. Métodos de Conservação de Alimentos. Tecnologia de Produtos de Origem Animal: (i) Leites e derivados: aspectos de qualidade, beneficiamento, conservação e produção de queijos, manteiga e iogurte; (ii) Carnes: carnes vermelhas, pescados, aves, conservação, processamento dos produtos e subprodutos e estocagem; e (iii) Ovos: classificação e conservação. Tecnologia de Produtos de Origem Vegetal: classificação, métodos de conservação, deterioração, beneficiamento e armazenagem.	"1. Química do Processamento de Alimentos, Bobbio, Paulo A. Varela, 2001, São Paulo
2. Introdução à Química de Alimentos, Bobbio, Florinda O., Bobbio, Paulo A., Varela, 2003, São Paulo
3. BEHMER, M. L. A. Como Aproveitar Bem o Leite no Sitio ou Chácara. São Paulo: Nobel. 1910.
4. CAMARGO, R. [editor]. Tecnologia dos Produtos Agropecuários. São Paulo: Editora Nobel, 1984. 298p."	"1. CASTRO, F. A. F., AZEREDO, R. M. C., SILVEIRA, I. L. Estudo Experimental dos Alimentos: Uma Abordagem Prática. Caderno Didático, Viçosa: UFV, n. 28, 1998.
2. FERREIRA, C. L. L. F. Produtos Lácteos Fermentados: aspetos bioquímicos e tecnológicos. Caderno Didático, Viçosa: UFV, n. 43, 2001.
3. SILVA, J. A. Tópicos da Tecnologia de Alimentos. São Paulo: Livraria Varela. 2000. 227p.
4. FINGER, F. L, VIEIRA, G. Controle da Perda Pós-Colheita de Água em Produtos Hortícolas. Caderno Didático, Viçosa: UFV, n. 49, 1997.
5. GAVA, A. J. Princípios de Tecnologia de Alimentos. 7ª edição. São Paulo: Nobel, 1984."
NHT4052-15	Química de Coordenação	4-4-8	Ligações Químicas	Introdução, importância e aplicações de complexos metálicos. Desenvolvimento histórico, isomeria, estereoquímica e espectroscopia eletrônica. Teorias de campo cristalino, campo ligante e de orbitais moleculares. Termodinâmica, cinética e reatividade de compostos de coordenação. Organometálicos, clusters metálicos.	"DOUGLAS, B.; et al. Concepts and models of inorganic chemistry, 3 ed., New York: John Wiley & Sons, 1993.
Huheey, J.E.; Keiter, E. A.; Keiter, R. L.. Inorganic Chemistry: Principles of Structure and Reactivity, 4a ed., Harper Collins, 1993.
Shriver, D. F.; Atkins, P. W.; Langford, C. H.. Inorganic Chemistry, 4a ed. Freeman and Company. 2008.
DUPONT, J. Química organometálica : elementos do bloco d. Bookman, 2005."	"Muller, U. Inorganic Structural Chemistry. Wiley. 2a ed. 2006.
ATWOOD, J.D. Inorganic and organometallic reaction mechanisms. 2a ed.. VCH Publishers. 1997.
MIESSLER, G.L. Inorganic chemistry. 3a ed. Pearson Education. 2004.
WELLER, M.T. Inorganic materials chemistry. Oxford University Press. 1994.
RIBAS GISPERT, Joan. Coordination chemistry. Wiley-VCH. 2008."
ESZE066-17	Química do Petróleo	4-0-4	Transformações Químicas; Funções e Reações Orgânicas	Origem do petróleo: gênese e sua cadeia de processos. Classificação e composição do petróleo e de seus derivados. Técnicas empregadas nas determinações de parâmetros físico- químicos dos perfis. Fluidos de perfuração e complementação. Produção e acompanhamento de reservatório. Características químicas de produtos derivados do petróleo. Uso de catalisadores. Contaminação e deterioração do petróleo.	"SHEREVE R. N., BRINK, J. A., Indústria de Processos Químicos, Editora Guanabara Dois, 1977.
MATAR S., HACTCH L., Chemistry of Petrochemical Process, Gulf Publishing Company , Texas, EUA, 2004.
GOLDSTEIN, R.F; WADDAMS, A.L., Petroleum Chemicals Industry, Spon Ltd, 1967."	"J. G. SPEIGHT, The chemistry and technology of petroleum, N. Iorque: 3a. Edição Marcel Dekker, 1999.
HAHN, A.V., Petrochemical Industry. Mc Graw-Hill Book, 1970.
Curso de Análise de Projetos de Investimento na Indústria Petroquímica. Instituto Brasileiro de Petróleo, 1976.
ANTUNES A., MERCADO A., A Aprendizagem Tecnológica no Brasil: A experiência da Indústria Química e Petroquímica, Editora e-papers, Rio de Janeiro
BORCHARDT, J. K., OTHMER, K. Encyclopedia of Chemical Technology, Mary Howe-Grant, John Wiley & Sons, New York, 4ª ed., 16, 405, 1980.
WIEBECK H., HARADA J., Plásticos de Engenharia – Tecnologias e Aplicações, Editora Artliber, 2005.
BOMD, G. C., Heterogeneous Catalysis, Principles and Applications, 2nd ed.,Oxford Chemisty Series, 1987.
BRECK, D. W., Zeolite Molecular Sieve, John Wiley and Sons, New York, 1974. STILES, B., Catalyst Manufacture, Marcell Dekker, New York, 1974.
DELANNAY, F., Characterization of Heterogeneous Catalysts, Marcell Dekker, New York, 1984."
NHT4053-15	Química dos Elementos	4-4-6	Transformações Químicas; Funções e Reações Orgânicas	Principais métodos de obtenção dos elementos bem como as suas principais propriedades e aplicações. Correlacionar as propriedades físicas e químicas dos elementos e seus compostos com suas estruturas e ligações químicas. Estado sólido: estruturas cristalinas e não cristalinas: vidros, cerâmicas, metais, polímeros, compósitos. Propriedades eletrônicas, físicas e mecânicas. Técnicas de caracterização do estado sólido.	"LEE J. D., Química Inorgânica Não Tão Concisa. São Paulo: Edgard Blucher. 1999
Shriver, D. F.; Atkins, P. W.; Langford, C. H. Inorganic Chemistry, 4a ed. Freeman and Company. 2008.
ATKINS, P., JONES, L., Princípios de Química - Questionando a Vida Moderna e o Meio Ambiente, 3 ed., Porto Alegre: Bookman, 2006."	"JONES, C. J. Química dos Elementos dos Blocos D e F. Porto Alegre, RS: Bookman, 2002. 
DOUGLAS, B.; et al. Concepts and models of inorganic chemistry. 3 ed., New York: John Wiley & Sons, 1993.
WELLER, M.T. Inorganic materials chemistry. Oxford University Press. 1994.
HUHEEY, J.E., Inorganic chemistry : principles of structure and reactivity. Prentice Hall. 1993.
GREENWOOD, N N; EARSHAW, A. Chemistry of the elements. 2a ed. Londres: Elsevier, 1997."
NHZ4038-15	Química dos Materiais	4-2-4	Não há	A Ciência dos materiais. Classes de materiais. Estrutura e ligacão química em materiais. Estado cristalino. Diagramas de fase. Propriedades dos materiais. Métodos de caracterização de materiais. Processamento. Aplicações.	"ASKELAND, D.R.; PHULÉ, P. P. Ciência e engenharia dos materiais. São Paulo: Cengage Learning, 2011.
CALLISTER JR., W.D. Ciência e engenharia de materiais: uma introdução. Rio de Janeiro: LTC, 2002.
CANEVAROLO JR, S.V. Técnicas de caracterização de polímeros. São Paulo: Artliber, 2003.
SCHACKELFORD, J.F. Introdução à ciência dos materiais para engenheiros. São Paulo: Pearson Prentice Hall. 2008.
VLACK, L.H.V. Princípios de ciência dos materiais. São Paulo: Edgard Blücher. 1970."	"LEE, J. D. Química Inorgânica Não Tão Concisa. São Paulo: Edgard Blucher. 1999 
RUSSEL, J.B. Química geral. vol. 1. São Paulo: Makron Books, 1994.
SMART, L.E.; MOORE, E.A. Solid state chemistry: an introduction. Boca Raton: Taylor & Francis Group, 2005"
NHZ4066-15	Química Inorgânica Avançada	4-0-4	Ligações Químicas	Assuntos de interesse atual em Química Inorgânica	"DOUGLAS, B.; et al. Concepts and models of inorganic chemistry. 3a ed. New York: John Wiley & Sons. 1993.
Huheey, J.E.; Keiter, E. A.; Keiter, R. L. Inorganic Chemistry: Principles of Structure and Reactivity. 4a ed. Harper Collins. 1993.
Shriver, D. F.; Atkins, P. W.; Langford, C. H. Inorganic Chemistry. 4a ed. Freeman and Company. 2008.
DUPONT, J. Química organometálica : elementos do bloco d. Bookman, 2005."	"Muller, U. Inorganic Structural Chemistry. Wiley. 2a ed. 2006.
ATWOOD, J.D. Inorganic and organometallic reaction mechanisms. 2a ed.. VCH Publishers. 1997.
MIESSLER, G.L. Inorganic chemistry. 3a ed. Pearson Education. 2004.
WELLER, M.T. Inorganic materials chemistry. Oxford University Press. 1994.
RIBAS GISPERT, Joan. Coordination chemistry. Wiley-VCH. 2008."
ESTM016-17	Química Inorgânica de Materiais	4-2-6	Transformações Químicas	Serão abordados os temas referentes à ocorrência, processos industriais de obtenção, estrutura, propriedades, compostos e principais aplicações dos elementos da tabela periódica.	"D.F. SHRIVER e P. ATKINS - Química Inorgânica, 4ª. Ed. Bookman, 2008.
J.C. KOTZ, P. TREICHEL Jr. e Gabriela C. WEAVER - Química Geral e Reações Químicas. 6ª. ed. Cengage Learning, 2006. Volumes 1 e 2.
J. D. LEE - Química Inorgânica Não Tão Concisa. Edgard Blucher Ltda, 3ª. ed., São Paulo, 1980."	"P. W. ATKINS e L. JONES – Princípios de Química: Questionando a vida moderna e o meio ambiente, Bookman, Porto Alegre, 5a. Ed., 2012.
A. BURROWS, J. HOLMAN, A. PARSONS, G. PILLING, G. PRICE, Chemistry, Oxford, New York, 2009.
P. W. ATKINS e L. JONESs - Chemistry: Molecules, Matter, and Changes, W.H. Freeman, New York, 4a. Ed., 2000.
T.L. BROWN, H.E. LeMAY Jr., B.E. BURSTEN e J.R. BURDGE, Química – uma ciência central, Pearson-Prentice Hall, São Paulo, 9a. Ed., 2005
K.H. BÜCHEL, H.H. MORETTO e P. WODITSCH – Industrial Inorganic Chemistry, Wiley, Weinheim, 2000."
NHT4056-15	Química Inorgânica Experimental	0-4-4	Química dos Elementos; Química de Coordenação	Montagem de aparelhagens e vidrarias, preparação de compostos inorgânicos, técnicas de purificação, identificação de compostos inorgânicos por diversas técnicas (Difração de Raios-X, espectroscopia de absorção no Uv-vis e infravermelho, ressonância magnética e paramagnética, espectrometria, análise térmica e elementar), determinação de características físico-químicas de compostos de inorgânicos; relacionar as observações com as teorias cabíveis.	"DOUGLAS, B.E.; MCDANIEL, D.H.; ALEXANDER, J.J. Concepts and Models of Inorganic Chemistry. 3a ed. John Wiley. 1993.
Huheey, J.E.; Keiter, E. A.; Keiter, R. L. Inorganic Chemistry: Principles of Structure and Reactivity. 4a ed. Harper Collins. 1993.
Shriver, D. F.; Atkins, P. W.; Langford, C. H. Inorganic Chemistry. 4a ed. Freeman and Company. 2008."	"Cotton, F.A.; Wilkinson, G.; Murillo, C.A.; Bochmann, M.. Advanced inorganic chemistry. 6a ed. Wiley. 1999.
Miessler, G.L.; Tarr, D.A.. Inorganic Chemistry. 4a ed. Pearson Education, 2004.
Woollins, J. D. Inorganic Experiments; Wiley, 2003.
RIBAS GISPERT, Joan. Coordination chemistry. Wiley-VCH. 2008. 
ASPERGER, S.. Chemical kinetics and inorganic reaction mechanisms. New York, USA: Kluwer Academic/Plenum, 2003."
NHT4040-15	Química Orgânica Aplicada	0-4-6	Funções e Reações Orgânicas; Mecanismos de Reações Orgânicas; Química Orgânica Experimental	Desenvolvimento de projetos de síntese de pequenas moléculas.	"1. LI, J. J.; LIMBERAKIS, C.; PFLUM, D. A. Modern organic synthesis in the laboratory: a collection of standard experimental procedures. Oxford University Press. 2007.
2. AULT, A. Techniques and Experiments for Organic Chemistry. 6a. ed. University Science Books. 1998. 664p. 
3. VOGEL, A.I. Vogel's textbook of practical organic chemistry. 5a ed. Prentice Hall. 1996. 1552p."	"1. PAVIA, D.L. Introduction to organic laboratory techniques: a microcale approach. 4a ed. Spain: Brooks/Cole. 2007.
2. ARMAREGO, W. L. F.; CHAI, C. Purification of laboratory chemicals. 6a.ed. Burlington, USA: Elsevier: Butterworth-Heinemann. 2009. 
3. FURR, A.K.. CRC handbook of laboratory safety. 5a ed. Boca Raton: CRC Press. 2000."
NHT4041-15	Química Orgânica Experimental	0-4-6	Funções e Reações Orgânicas; Mecanismos de Reações Orgânicas	Segurança em laboratório, montagem de sistemas reacionais (em pequena escala), técnicas para a síntese e purificação de compostos orgânicos, controle e tratamento de resíduos.	"Zubrick, J.W. Manual de Sobrevivência no Laboratório de Química Orgânica. 6a ed. LTC. 2005.
COLLINS, C. H; Braga, G., Bonato, P. S. Fundamentos de cromatografia. Editora da Unicamp. 2006
GILBERT, J.C. et al. Experimental Organic Chemistry: A Miniscale and Microscale Approach. 5a ed. Cengage Learning. 2010. 960p."	"PAVIA, D.L. Introduction to organic laboratory techniques: a microcale approach. 4a ed. Spain: Brooks/Cole. 2007.
ARMAREGO, W. L. F.; CHAI, C. Purification of laboratory chemicals. 6a.ed. Burlington, USA: Elsevier: Butterworth-Heinemann. 2009. 
PADIA, A.B. Making the Connections 2: A How-To Guide for Organic Chemistry Lab Techniques. 2a ed. Hayden-McNeil Publishing. 2011. 210p."
